wave,control_id,control_name,target_id,repository_name,applicability_state,applicability_rationale,applicability_owner,evaluation_state,evidence_state,result_state,promotion_state
2D,EMS-CTRL-022,Security Advisory Monitoring,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-022,Security Advisory Monitoring,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-022,Security Advisory Monitoring,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-022,Security Advisory Monitoring,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-023,Vulnerability Remediation Targets,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-024,Security Exception Approval,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-025,Unit Test Minimum,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-026,Integration Testing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-027,Regression Testing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-028,Contract/API Testing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-029,Performance Testing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-030,Disaster Recovery Testing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-031,Test Evidence Retention,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-032,Test Environment Isolation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-033,Reproducible Builds,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-034,Release Manifest Generation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-035,SHA-256 Integrity Verification,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-036,Release Signing,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-037,Build Artifact Retention,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-038,Version Number Governance,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-039,Release Approval Workflow,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-040,Rollback Procedure,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-041,Infrastructure as Code Required,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-042,IaC Security Scanning,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-043,Least Privilege IAM,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
